States,Year,Quarter,District,Registered_User_Counts
Himachal Pradesh,2018,3,Mandi District,45876
Himachal Pradesh,2018,3,Lahul And Spiti District,803
Himachal Pradesh,2018,3,Chamba District,16157
Himachal Pradesh,2018,3,Kinnaur District,5064
Himachal Pradesh,2018,4,Solan District,113278
Himachal Pradesh,2018,4,Sirmaur District,38194
Himachal Pradesh,2018,4,Shimla District,64640
Himachal Pradesh,2018,4,Bilaspur District,26517
Himachal Pradesh,2018,4,Hamirpur District,35979
Himachal Pradesh,2018,4,Una District,32451
Himachal Pradesh,2018,4,Kangra District,92887
Himachal Pradesh,2018,4,Kullu District,34719
Himachal Pradesh,2018,4,Mandi District,58526
Himachal Pradesh,2018,4,Lahul And Spiti District,1078
Himachal Pradesh,2018,4,Chamba District,21538
Himachal Pradesh,2018,4,Kinnaur District,6536
Himachal Pradesh,2019,1,Solan District,139300
Himachal Pradesh,2019,1,Sirmaur District,47638
Himachal Pradesh,2019,1,Shimla District,80651
Himachal Pradesh,2019,1,Bilaspur District,32537
Himachal Pradesh,2019,1,Hamirpur District,44206
Himachal Pradesh,2019,1,Una District,40315
Himachal Pradesh,2019,1,Kangra District,115120
Himachal Pradesh,2019,1,Kullu District,43436
Himachal Pradesh,2019,1,Mandi District,72963
Himachal Pradesh,2019,1,Lahul And Spiti District,1307
Himachal Pradesh,2019,1,Chamba District,27481
Himachal Pradesh,2019,1,Kinnaur District,8251
Himachal Pradesh,2019,2,Solan District,159989
Himachal Pradesh,2019,2,Sirmaur District,55409
Himachal Pradesh,2019,2,Shimla District,96928
Himachal Pradesh,2019,2,Bilaspur District,38131
Himachal Pradesh,2019,2,Hamirpur District,51669
Himachal Pradesh,2019,2,Una District,47644
Himachal Pradesh,2019,2,Kangra District,139517
Himachal Pradesh,2019,2,Kullu District,51977
Himachal Pradesh,2019,2,Mandi District,86701
Himachal Pradesh,2019,2,Lahul And Spiti District,1490
Himachal Pradesh,2019,2,Chamba District,33377
Himachal Pradesh,2019,2,Kinnaur District,9771
Himachal Pradesh,2019,3,Solan District,178922
Himachal Pradesh,2019,3,Sirmaur District,62048
Himachal Pradesh,2019,3,Shimla District,110575
Himachal Pradesh,2019,3,Bilaspur District,43115
Himachal Pradesh,2019,3,Hamirpur District,58950
Himachal Pradesh,2019,3,Una District,54164
Himachal Pradesh,2019,3,Kangra District,160161
Himachal Pradesh,2019,3,Kullu District,59192
Himachal Pradesh,2019,3,Mandi District,98589
Himachal Pradesh,2019,3,Lahul And Spiti District,1617
Himachal Pradesh,2019,3,Chamba District,37974
Himachal Pradesh,2019,3,Kinnaur District,10877
Himachal Pradesh,2019,4,Solan District,198962
Himachal Pradesh,2019,4,Sirmaur District,69583
Himachal Pradesh,2019,4,Shimla District,124960
Himachal Pradesh,2019,4,Bilaspur District,48453
Himachal Pradesh,2019,4,Hamirpur District,66179
Himachal Pradesh,2019,4,Una District,61055
Himachal Pradesh,2019,4,Kangra District,181133
Himachal Pradesh,2019,4,Kullu District,66640
Himachal Pradesh,2019,4,Mandi District,111017
Himachal Pradesh,2019,4,Lahul And Spiti District,1938
Himachal Pradesh,2019,4,Chamba District,43715
Himachal Pradesh,2019,4,Kinnaur District,12310
Himachal Pradesh,2020,1,Solan District,220293
Himachal Pradesh,2020,1,Sirmaur District,77972
Himachal Pradesh,2020,1,Shimla District,139890
Himachal Pradesh,2020,1,Bilaspur District,54024
Himachal Pradesh,2020,1,Hamirpur District,73945
Himachal Pradesh,2020,1,Una District,68564
Himachal Pradesh,2020,1,Kangra District,205367
Himachal Pradesh,2020,1,Kullu District,74668
Himachal Pradesh,2020,1,Mandi District,124971
Himachal Pradesh,2020,1,Lahul And Spiti District,2252
Himachal Pradesh,2020,1,Chamba District,50169
Himachal Pradesh,2020,1,Kinnaur District,13910
Himachal Pradesh,2020,2,Solan District,243732
Himachal Pradesh,2020,2,Sirmaur District,88117
Himachal Pradesh,2020,2,Shimla District,156539
Himachal Pradesh,2020,2,Bilaspur District,61050
Himachal Pradesh,2020,2,Hamirpur District,84216
Himachal Pradesh,2020,2,Una District,78363
Himachal Pradesh,2020,2,Kangra District,235773
Himachal Pradesh,2020,2,Kullu District,82616
Himachal Pradesh,2020,2,Mandi District,142668
Himachal Pradesh,2020,2,Lahul And Spiti District,2608
Himachal Pradesh,2020,2,Chamba District,58362
Himachal Pradesh,2020,2,Kinnaur District,15823
Himachal Pradesh,2020,3,Solan District,265701
Himachal Pradesh,2020,3,Sirmaur District,97464
Himachal Pradesh,2020,3,Shimla District,172418
Himachal Pradesh,2020,3,Bilaspur District,67233
Himachal Pradesh,2020,3,Hamirpur District,93465
Himachal Pradesh,2020,3,Una District,86177
Himachal Pradesh,2020,3,Kangra District,261293
Himachal Pradesh,2020,3,Kullu District,90699
Himachal Pradesh,2020,3,Mandi District,158237
Himachal Pradesh,2020,3,Lahul And Spiti District,3008
Himachal Pradesh,2020,3,Chamba District,65214
Himachal Pradesh,2020,3,Kinnaur District,17725
Himachal Pradesh,2020,4,Solan District,289889
Himachal Pradesh,2020,4,Sirmaur District,107144
Himachal Pradesh,2020,4,Shimla District,189005
Himachal Pradesh,2020,4,Bilaspur District,73296
Himachal Pradesh,2020,4,Hamirpur District,101825
Himachal Pradesh,2020,4,Una District,93778
Himachal Pradesh,2020,4,Kangra District,285210
Himachal Pradesh,2020,4,Kullu District,99814
Himachal Pradesh,2020,4,Mandi District,173403
Himachal Pradesh,2020,4,Lahul And Spiti District,3611
Himachal Pradesh,2020,4,Chamba District,72124
Himachal Pradesh,2020,4,Kinnaur District,19667
Himachal Pradesh,2021,1,Solan District,312360
Himachal Pradesh,2021,1,Sirmaur District,115705
Himachal Pradesh,2021,1,Shimla District,202911
Himachal Pradesh,2021,1,Bilaspur District,78663
Himachal Pradesh,2021,1,Hamirpur District,109372
Himachal Pradesh,2021,1,Una District,100832
Himachal Pradesh,2021,1,Kangra District,306531
Himachal Pradesh,2021,1,Kullu District,107536
Himachal Pradesh,2021,1,Mandi District,186340
Himachal Pradesh,2021,1,Lahul And Spiti District,3938
Himachal Pradesh,2021,1,Chamba District,77599
Himachal Pradesh,2021,1,Kinnaur District,21164
Himachal Pradesh,2021,2,Solan District,334716
Himachal Pradesh,2021,2,Sirmaur District,124764
Himachal Pradesh,2021,2,Shimla District,218068
Himachal Pradesh,2021,2,Bilaspur District,84508
Himachal Pradesh,2021,2,Hamirpur District,117381
Himachal Pradesh,2021,2,Una District,108338
Himachal Pradesh,2021,2,Kangra District,329232
Himachal Pradesh,2021,2,Kullu District,115278
Himachal Pradesh,2021,2,Mandi District,200277
Himachal Pradesh,2021,2,Lahul And Spiti District,4254
Himachal Pradesh,2021,2,Chamba District,83542
Himachal Pradesh,2021,2,Kinnaur District,22793
Himachal Pradesh,2021,3,Solan District,360324
Himachal Pradesh,2021,3,Sirmaur District,134870
Himachal Pradesh,2021,3,Shimla District,235163
Himachal Pradesh,2021,3,Bilaspur District,91291
Himachal Pradesh,2021,3,Hamirpur District,126753
Himachal Pradesh,2021,3,Una District,116973
Himachal Pradesh,2021,3,Kangra District,355274
Himachal Pradesh,2021,3,Kullu District,124078
Himachal Pradesh,2021,3,Mandi District,216188
Himachal Pradesh,2021,3,Lahul And Spiti District,4660
Himachal Pradesh,2021,3,Chamba District,90344
Himachal Pradesh,2021,3,Kinnaur District,24708
Himachal Pradesh,2021,4,Solan District,385901
Himachal Pradesh,2021,4,Sirmaur District,144716
Himachal Pradesh,2021,4,Shimla District,251745
Himachal Pradesh,2021,4,Bilaspur District,97687
Himachal Pradesh,2021,4,Hamirpur District,135670
Himachal Pradesh,2021,4,Una District,125192
Himachal Pradesh,2021,4,Kangra District,380492
Himachal Pradesh,2021,4,Kullu District,132702
Himachal Pradesh,2021,4,Mandi District,231360
Himachal Pradesh,2021,4,Lahul And Spiti District,5052
Himachal Pradesh,2021,4,Chamba District,96745
Himachal Pradesh,2021,4,Kinnaur District,26485
Himachal Pradesh,2022,1,Solan District,410487
Himachal Pradesh,2022,1,Sirmaur District,154267
Himachal Pradesh,2022,1,Shimla District,267642
Himachal Pradesh,2022,1,Bilaspur District,104121
Himachal Pradesh,2022,1,Hamirpur District,144434
Himachal Pradesh,2022,1,Una District,133249
Himachal Pradesh,2022,1,Kangra District,405048
Himachal Pradesh,2022,1,Kullu District,141024
Himachal Pradesh,2022,1,Mandi District,246307
Himachal Pradesh,2022,1,Lahul And Spiti District,5365
Himachal Pradesh,2022,1,Chamba District,103270
Himachal Pradesh,2022,1,Kinnaur District,28269
Himachal Pradesh,2022,2,Solan District,433753
Himachal Pradesh,2022,2,Sirmaur District,163150
Himachal Pradesh,2022,2,Shimla District,282560
Himachal Pradesh,2022,2,Bilaspur District,110019
Himachal Pradesh,2022,2,Hamirpur District,152759
Himachal Pradesh,2022,2,Una District,140791
Himachal Pradesh,2022,2,Kangra District,427676
Himachal Pradesh,2022,2,Kullu District,148844
Himachal Pradesh,2022,2,Mandi District,260233
Himachal Pradesh,2022,2,Lahul And Spiti District,5657
Himachal Pradesh,2022,2,Chamba District,109087
Himachal Pradesh,2022,2,Kinnaur District,29878
Himachal Pradesh,2022,3,Solan District,457393
Himachal Pradesh,2022,3,Sirmaur District,171743
Himachal Pradesh,2022,3,Shimla District,296508
Himachal Pradesh,2022,3,Bilaspur District,115654
Himachal Pradesh,2022,3,Hamirpur District,160759
Himachal Pradesh,2022,3,Una District,148148
Himachal Pradesh,2022,3,Kangra District,449619
Himachal Pradesh,2022,3,Kullu District,156387
Himachal Pradesh,2022,3,Mandi District,273475
Himachal Pradesh,2022,3,Lahul And Spiti District,5900
Himachal Pradesh,2022,3,Chamba District,114576
Himachal Pradesh,2022,3,Kinnaur District,31414
Himachal Pradesh,2022,4,Solan District,479537
Himachal Pradesh,2022,4,Sirmaur District,179223
Himachal Pradesh,2022,4,Shimla District,308448
Himachal Pradesh,2022,4,Bilaspur District,120345
Himachal Pradesh,2022,4,Hamirpur District,167686
Himachal Pradesh,2022,4,Una District,154314
Himachal Pradesh,2022,4,Kangra District,468410
Himachal Pradesh,2022,4,Kullu District,162922
Himachal Pradesh,2022,4,Mandi District,284425
Himachal Pradesh,2022,4,Lahul And Spiti District,6057
Himachal Pradesh,2022,4,Chamba District,118985
Himachal Pradesh,2022,4,Kinnaur District,32724
"Jammu, Kashmir",2018,1,Muzaffarabad District,41
"Jammu, Kashmir",2018,1,Doda District,2648
"Jammu, Kashmir",2018,1,Samba District,6534
"Jammu, Kashmir",2018,1,Mirpur District,544
"Jammu, Kashmir",2018,1,Srinagar District,18233
"Jammu, Kashmir",2018,1,Baramulla District,16299
"Jammu, Kashmir",2018,1,Jammu District,45294
"Jammu, Kashmir",2018,1,Ganderbal District,4117
"Jammu, Kashmir",2018,1,Udhampur District,8457
"Jammu, Kashmir",2018,1,Bandipore District,4609
"Jammu, Kashmir",2018,1,Reasi District,3583
"Jammu, Kashmir",2018,1,Shopian District,2537
"Jammu, Kashmir",2018,1,Poonch District,2539
"Jammu, Kashmir",2018,1,Kathua District,8039
"Jammu, Kashmir",2018,1,Kishtwar District,1298
"Jammu, Kashmir",2018,1,Pulwama District,8441
"Jammu, Kashmir",2018,1,Ramban District,1876
"Jammu, Kashmir",2018,1,Rajouri District,5232
"Jammu, Kashmir",2018,1,Kulgam District,5700
"Jammu, Kashmir",2018,1,Budgam District,11594
"Jammu, Kashmir",2018,1,Anantnag District,11556
"Jammu, Kashmir",2018,1,Kupwara District,7254
"Jammu, Kashmir",2018,2,Muzaffarabad District,57
"Jammu, Kashmir",2018,2,Doda District,4031
"Jammu, Kashmir",2018,2,Samba District,9601
"Jammu, Kashmir",2018,2,Mirpur District,795
"Jammu, Kashmir",2018,2,Srinagar District,27035
"Jammu, Kashmir",2018,2,Baramulla District,25870
"Jammu, Kashmir",2018,2,Jammu District,64681
"Jammu, Kashmir",2018,2,Ganderbal District,6212
"Jammu, Kashmir",2018,2,Udhampur District,12195
"Jammu, Kashmir",2018,2,Bandipore District,7527
"Jammu, Kashmir",2018,2,Reasi District,5168
"Jammu, Kashmir",2018,2,Shopian District,3522
"Jammu, Kashmir",2018,2,Poonch District,4152
"Jammu, Kashmir",2018,2,Kathua District,11778
"Jammu, Kashmir",2018,2,Kishtwar District,2006
"Jammu, Kashmir",2018,2,Pulwama District,12218
"Jammu, Kashmir",2018,2,Ramban District,2925
"Jammu, Kashmir",2018,2,Rajouri District,8035
"Jammu, Kashmir",2018,2,Kulgam District,8137
"Jammu, Kashmir",2018,2,Budgam District,17809
"Jammu, Kashmir",2018,2,Anantnag District,16373
"Jammu, Kashmir",2018,2,Kupwara District,11482
"Jammu, Kashmir",2018,3,Muzaffarabad District,89
"Jammu, Kashmir",2018,3,Doda District,5618
"Jammu, Kashmir",2018,3,Samba District,13304
"Jammu, Kashmir",2018,3,Mirpur District,1133
"Jammu, Kashmir",2018,3,Srinagar District,35583
"Jammu, Kashmir",2018,3,Baramulla District,31069
"Jammu, Kashmir",2018,3,Jammu District,86877
"Jammu, Kashmir",2018,3,Ganderbal District,7627
"Jammu, Kashmir",2018,3,Udhampur District,16058
"Jammu, Kashmir",2018,3,Bandipore District,8792
"Jammu, Kashmir",2018,3,Reasi District,7010
"Jammu, Kashmir",2018,3,Shopian District,4698
"Jammu, Kashmir",2018,3,Poonch District,6243
"Jammu, Kashmir",2018,3,Kathua District,15849
"Jammu, Kashmir",2018,3,Kishtwar District,2822
"Jammu, Kashmir",2018,3,Pulwama District,15427
"Jammu, Kashmir",2018,3,Ramban District,4202
"Jammu, Kashmir",2018,3,Rajouri District,11534
"Jammu, Kashmir",2018,3,Kulgam District,10305
"Jammu, Kashmir",2018,3,Budgam District,22301
"Jammu, Kashmir",2018,3,Anantnag District,20234
"Jammu, Kashmir",2018,3,Kupwara District,15754
"Jammu, Kashmir",2018,4,Muzaffarabad District,136
"Jammu, Kashmir",2018,4,Doda District,7669
"Jammu, Kashmir",2018,4,Samba District,17595
"Jammu, Kashmir",2018,4,Mirpur District,1515
"Jammu, Kashmir",2018,4,Srinagar District,44328
"Jammu, Kashmir",2018,4,Baramulla District,37661
"Jammu, Kashmir",2018,4,Jammu District,113005
"Jammu, Kashmir",2018,4,Ganderbal District,9327
"Jammu, Kashmir",2018,4,Udhampur District,21123
"Jammu, Kashmir",2018,4,Bandipore District,10397
"Jammu, Kashmir",2018,4,Reasi District,9290
"Jammu, Kashmir",2018,4,Shopian District,5919
"Jammu, Kashmir",2018,4,Poonch District,8555
"Jammu, Kashmir",2018,4,Kathua District,21030
"Jammu, Kashmir",2018,4,Kishtwar District,3753
"Jammu, Kashmir",2018,4,Pulwama District,18846
"Jammu, Kashmir",2018,4,Ramban District,5615
"Jammu, Kashmir",2018,4,Rajouri District,15661
"Jammu, Kashmir",2018,4,Kulgam District,12488
"Jammu, Kashmir",2018,4,Budgam District,27710
"Jammu, Kashmir",2018,4,Anantnag District,24448
"Jammu, Kashmir",2018,4,Kupwara District,20492
"Jammu, Kashmir",2019,1,Muzaffarabad District,170
"Jammu, Kashmir",2019,1,Doda District,9896
"Jammu, Kashmir",2019,1,Samba District,21495
"Jammu, Kashmir",2019,1,Mirpur District,1891
"Jammu, Kashmir",2019,1,Srinagar District,52762
"Jammu, Kashmir",2019,1,Baramulla District,45150
"Jammu, Kashmir",2019,1,Jammu District,134408
"Jammu, Kashmir",2019,1,Ganderbal District,11236
"Jammu, Kashmir",2019,1,Udhampur District,25515
"Jammu, Kashmir",2019,1,Bandipore District,12419
"Jammu, Kashmir",2019,1,Reasi District,11440
"Jammu, Kashmir",2019,1,Shopian District,7625
"Jammu, Kashmir",2019,1,Poonch District,10838
"Jammu, Kashmir",2019,1,Kathua District,25620
"Jammu, Kashmir",2019,1,Kishtwar District,4732
"Jammu, Kashmir",2019,1,Pulwama District,23230
"Jammu, Kashmir",2019,1,Ramban District,7125
"Jammu, Kashmir",2019,1,Rajouri District,19212
"Jammu, Kashmir",2019,1,Kulgam District,16003
"Jammu, Kashmir",2019,1,Budgam District,34255
"Jammu, Kashmir",2019,1,Anantnag District,30103
"Jammu, Kashmir",2019,1,Kupwara District,25544
"Jammu, Kashmir",2019,2,Muzaffarabad District,216
"Jammu, Kashmir",2019,2,Doda District,12220
"Jammu, Kashmir",2019,2,Samba District,25990
"Jammu, Kashmir",2019,2,Mirpur District,2250
"Jammu, Kashmir",2019,2,Srinagar District,62190
"Jammu, Kashmir",2019,2,Baramulla District,53196
"Jammu, Kashmir",2019,2,Jammu District,160241
"Jammu, Kashmir",2019,2,Ganderbal District,13224
"Jammu, Kashmir",2019,2,Udhampur District,29856
"Jammu, Kashmir",2019,2,Bandipore District,14951
"Jammu, Kashmir",2019,2,Reasi District,13784
"Jammu, Kashmir",2019,2,Shopian District,8946
"Jammu, Kashmir",2019,2,Poonch District,13450
"Jammu, Kashmir",2019,2,Kathua District,30602
"Jammu, Kashmir",2019,2,Kishtwar District,6001
"Jammu, Kashmir",2019,2,Pulwama District,27167
"Jammu, Kashmir",2019,2,Ramban District,8694
"Jammu, Kashmir",2019,2,Rajouri District,23118
"Jammu, Kashmir",2019,2,Kulgam District,18853
"Jammu, Kashmir",2019,2,Budgam District,39965
"Jammu, Kashmir",2019,2,Anantnag District,35488
"Jammu, Kashmir",2019,2,Kupwara District,30791
"Jammu, Kashmir",2019,3,Muzaffarabad District,207
"Jammu, Kashmir",2019,3,Doda District,12682
"Jammu, Kashmir",2019,3,Samba District,27579
"Jammu, Kashmir",2019,3,Mirpur District,2372
"Jammu, Kashmir",2019,3,Srinagar District,64758
"Jammu, Kashmir",2019,3,Baramulla District,54404
"Jammu, Kashmir",2019,3,Jammu District,169849
"Jammu, Kashmir",2019,3,Ganderbal District,13453
"Jammu, Kashmir",2019,3,Udhampur District,31297
"Jammu, Kashmir",2019,3,Bandipore District,15313
"Jammu, Kashmir",2019,3,Reasi District,14489
"Jammu, Kashmir",2019,3,Shopian District,9142
"Jammu, Kashmir",2019,3,Poonch District,14139
"Jammu, Kashmir",2019,3,Kathua District,32213
"Jammu, Kashmir",2019,3,Kishtwar District,6229
"Jammu, Kashmir",2019,3,Pulwama District,27963
"Jammu, Kashmir",2019,3,Ramban District,9065
"Jammu, Kashmir",2019,3,Rajouri District,24275
"Jammu, Kashmir",2019,3,Kulgam District,19220
"Jammu, Kashmir",2019,3,Budgam District,41004
"Jammu, Kashmir",2019,3,Anantnag District,36371
"Jammu, Kashmir",2019,3,Kupwara District,32431
"Jammu, Kashmir",2019,4,Muzaffarabad District,223
"Jammu, Kashmir",2019,4,Doda District,13016
"Jammu, Kashmir",2019,4,Samba District,28333
"Jammu, Kashmir",2019,4,Mirpur District,2521
