States,Year,Quarter,Trans_Type,Trans_Counts,Amount
Himachal Pradesh,2020,4,"Recharge , bill payments",2638030,936305777.7
Himachal Pradesh,2020,4,Peer to Peer Payments,2594659,11426268857
Himachal Pradesh,2020,4,Merchant payments,2001259,1589433440
Himachal Pradesh,2020,4,Financial Services,11353,15534252.22
Himachal Pradesh,2020,4,Others,27027,21510781.37
Himachal Pradesh,2021,1,Peer to Peer Payments,2845733,11358078844
Himachal Pradesh,2021,1,"Recharge , bill payments",2547359,948929031.6
Himachal Pradesh,2021,1,Merchant payments,2186946,1778219851
Himachal Pradesh,2021,1,Financial Services,12561,16554205.5
Himachal Pradesh,2021,1,Others,21430,18764977.93
Himachal Pradesh,2021,2,Peer to Peer Payments,3340531,13035543547
Himachal Pradesh,2021,2,"Recharge , bill payments",3216602,1045789842
Himachal Pradesh,2021,2,Merchant payments,2883209,2378084375
Himachal Pradesh,2021,2,Financial Services,14642,16428390.62
Himachal Pradesh,2021,2,Others,28918,19788385.41
Himachal Pradesh,2021,3,Peer to Peer Payments,4455153,16560383923
Himachal Pradesh,2021,3,Merchant payments,4198808,3524434950
Himachal Pradesh,2021,3,"Recharge , bill payments",3359406,1178802737
Himachal Pradesh,2021,3,Financial Services,14497,22805774.6
Himachal Pradesh,2021,3,Others,36303,23834687.16
Himachal Pradesh,2021,4,Merchant payments,6062931,5228613147
Himachal Pradesh,2021,4,Peer to Peer Payments,5323397,19568394325
Himachal Pradesh,2021,4,"Recharge , bill payments",3211367,1278824362
Himachal Pradesh,2021,4,Financial Services,18198,24809740.71
Himachal Pradesh,2021,4,Others,50971,35578926.75
Himachal Pradesh,2022,1,Merchant payments,7030946,5558905678
Himachal Pradesh,2022,1,Peer to Peer Payments,5718936,19473276901
Himachal Pradesh,2022,1,"Recharge , bill payments",3271665,1429960687
Himachal Pradesh,2022,1,Financial Services,19314,24442138.15
Himachal Pradesh,2022,1,Others,47319,31862035.71
Himachal Pradesh,2022,2,Merchant payments,10591420,7697399368
Himachal Pradesh,2022,2,Peer to Peer Payments,7109948,24407668318
Himachal Pradesh,2022,2,"Recharge , bill payments",3520538,1553155243
Himachal Pradesh,2022,2,Financial Services,16901,20627276.08
Himachal Pradesh,2022,2,Others,52564,30257752.66
Himachal Pradesh,2022,3,Merchant payments,12686960,8511266153
Himachal Pradesh,2022,3,Peer to Peer Payments,8330778,27039659316
Himachal Pradesh,2022,3,"Recharge , bill payments",4083168,1780405740
Himachal Pradesh,2022,3,Financial Services,21293,22686931.87
Himachal Pradesh,2022,3,Others,42669,26764547.14
Himachal Pradesh,2022,4,Merchant payments,15297492,10280295884
Himachal Pradesh,2022,4,Peer to Peer Payments,9284824,29629346092
Himachal Pradesh,2022,4,"Recharge , bill payments",3907023,1810538524
Himachal Pradesh,2022,4,Financial Services,24342,31775337.44
Himachal Pradesh,2022,4,Others,41455,27387394.98
Jammu   Kashmir,2018,1,"Recharge , bill payments",457813,78812610.35
Jammu   Kashmir,2018,1,Peer to Peer Payments,353621,861670157.9
Jammu   Kashmir,2018,1,Financial Services,65683,10269382.62
Jammu   Kashmir,2018,1,Merchant payments,28696,30967525.64
Jammu   Kashmir,2018,1,Others,35755,23651562.72
Jammu   Kashmir,2018,2,"Recharge , bill payments",794502,166762242.9
Jammu   Kashmir,2018,2,Peer to Peer Payments,771844,2372961688
Jammu   Kashmir,2018,2,Financial Services,112422,15636116.81
Jammu   Kashmir,2018,2,Merchant payments,79248,64454257.53
Jammu   Kashmir,2018,2,Others,38310,31391931.69
Jammu   Kashmir,2018,3,Peer to Peer Payments,1260453,3616022746
Jammu   Kashmir,2018,3,"Recharge , bill payments",822143,203079955.3
Jammu   Kashmir,2018,3,Merchant payments,140076,82826475.19
Jammu   Kashmir,2018,3,Financial Services,44464,6397888.355
Jammu   Kashmir,2018,3,Others,36825,26373935
Jammu   Kashmir,2018,4,Peer to Peer Payments,1265457,5151829745
Jammu   Kashmir,2018,4,"Recharge , bill payments",970724,254473764
Jammu   Kashmir,2018,4,Merchant payments,402303,215771001.5
Jammu   Kashmir,2018,4,Financial Services,33775,6072177.152
Jammu   Kashmir,2018,4,Others,49051,36573577.74
Jammu   Kashmir,2019,1,Peer to Peer Payments,1913720,5414709532
Jammu   Kashmir,2019,1,"Recharge , bill payments",1131953,302663112.9
Jammu   Kashmir,2019,1,Merchant payments,452379,199219534.9
Jammu   Kashmir,2019,1,Financial Services,43247,4593545.202
Jammu   Kashmir,2019,1,Others,43688,30649751.66
Jammu   Kashmir,2019,2,Peer to Peer Payments,1180781,5666318253
Jammu   Kashmir,2019,2,"Recharge , bill payments",706569,215937468.9
Jammu   Kashmir,2019,2,Merchant payments,353678,188931529.5
Jammu   Kashmir,2019,2,Financial Services,22663,2652961.354
Jammu   Kashmir,2019,2,Others,32664,26301988.32
Jammu   Kashmir,2019,3,Peer to Peer Payments,618694,3499425218
Jammu   Kashmir,2019,3,"Recharge , bill payments",318061,111964437
Jammu   Kashmir,2019,3,Merchant payments,165115,120736230.1
Jammu   Kashmir,2019,3,Financial Services,2895,658515.8825
Jammu   Kashmir,2019,3,Others,11761,11446090.82
Jammu   Kashmir,2019,4,Peer to Peer Payments,310620,1799955856
Jammu   Kashmir,2019,4,Merchant payments,91303,77859073.82
Jammu   Kashmir,2019,4,"Recharge , bill payments",84803,49065907.05
Jammu   Kashmir,2019,4,Financial Services,197,213741.2862
Jammu   Kashmir,2019,4,Others,3005,2601419.696
Jammu   Kashmir,2020,1,Peer to Peer Payments,435154,2654638582
Jammu   Kashmir,2020,1,"Recharge , bill payments",341357,144213068.7
Jammu   Kashmir,2020,1,Merchant payments,135241,131144419
Jammu   Kashmir,2020,1,Financial Services,2350,2116665.118
Jammu   Kashmir,2020,1,Others,7528,5530441.652
Jammu   Kashmir,2020,2,Peer to Peer Payments,1238380,7426818530
Jammu   Kashmir,2020,2,"Recharge , bill payments",1028741,413037418.3
Jammu   Kashmir,2020,2,Merchant payments,341375,403026357.8
Jammu   Kashmir,2020,2,Financial Services,9130,10415041.34
Jammu   Kashmir,2020,2,Others,17380,12351591.57
Jammu   Kashmir,2020,3,Peer to Peer Payments,1787154,10837119047
Jammu   Kashmir,2020,3,"Recharge , bill payments",1005745,443743222.5
Jammu   Kashmir,2020,3,Merchant payments,642688,667957476.4
Jammu   Kashmir,2020,3,Financial Services,10111,13281733.8
Jammu   Kashmir,2020,3,Others,20200,15128281.34
Jammu   Kashmir,2020,4,Peer to Peer Payments,2378539,13736841260
Jammu   Kashmir,2020,4,"Recharge , bill payments",1900075,536741118.3
Jammu   Kashmir,2020,4,Merchant payments,1377786,1045006123
Jammu   Kashmir,2020,4,Financial Services,13578,17966592.7
Jammu   Kashmir,2020,4,Others,84466,44350708.94
Jammu   Kashmir,2021,1,Peer to Peer Payments,2800201,14801220301
Jammu   Kashmir,2021,1,"Recharge , bill payments",2554798,663747765.7
Jammu   Kashmir,2021,1,Merchant payments,1527253,1605408313
Jammu   Kashmir,2021,1,Financial Services,17276,20848657.86
Jammu   Kashmir,2021,1,Others,98042,47124854.99
Jammu   Kashmir,2021,2,Peer to Peer Payments,3955437,19502438178
Jammu   Kashmir,2021,2,"Recharge , bill payments",3568970,892467613.6
Jammu   Kashmir,2021,2,Merchant payments,2378307,2343370986
Jammu   Kashmir,2021,2,Financial Services,19432,21897796.19
Jammu   Kashmir,2021,2,Others,105673,53580855.46
Jammu   Kashmir,2021,3,Peer to Peer Payments,5621108,26562997915
Jammu   Kashmir,2021,3,"Recharge , bill payments",4192099,1126801385
Jammu   Kashmir,2021,3,Merchant payments,3197489,3818849263
Jammu   Kashmir,2021,3,Financial Services,16071,27585395.49
Jammu   Kashmir,2021,3,Others,124274,62209689.34
Jammu   Kashmir,2021,4,Peer to Peer Payments,6852001,31444247708
Jammu   Kashmir,2021,4,Merchant payments,5399465,6026170896
Jammu   Kashmir,2021,4,"Recharge , bill payments",4358892,1334473410
Jammu   Kashmir,2021,4,Financial Services,20269,34425387.52
Jammu   Kashmir,2021,4,Others,160001,86920024.6
Jammu   Kashmir,2022,1,Peer to Peer Payments,6263588,25881919929
Jammu   Kashmir,2022,1,Merchant payments,5769426,5903944370
Jammu   Kashmir,2022,1,"Recharge , bill payments",4046350,1253753686
Jammu   Kashmir,2022,1,Financial Services,20506,28915576.12
Jammu   Kashmir,2022,1,Others,145441,79330065.64
Jammu   Kashmir,2022,2,Merchant payments,9917899,8541811640
Jammu   Kashmir,2022,2,Peer to Peer Payments,8948548,35973490941
Jammu   Kashmir,2022,2,"Recharge , bill payments",4759941,1631580784
Jammu   Kashmir,2022,2,Financial Services,17495,23857762.1
Jammu   Kashmir,2022,2,Others,169864,83549709.69
Jammu   Kashmir,2022,3,Merchant payments,9594459,8056512905
Jammu   Kashmir,2022,3,Peer to Peer Payments,8391981,31280124358
Jammu   Kashmir,2022,3,"Recharge , bill payments",4397779,1538833024
Jammu   Kashmir,2022,3,Financial Services,16502,21281997.61
Jammu   Kashmir,2022,3,Others,133673,66802218.33
Jammu   Kashmir,2022,4,Merchant payments,13060020,9463119177
Jammu   Kashmir,2022,4,Peer to Peer Payments,9209773,33017162450
Jammu   Kashmir,2022,4,"Recharge , bill payments",4885856,1738113554
Jammu   Kashmir,2022,4,Financial Services,17803,26804683.93
Jammu   Kashmir,2022,4,Others,142706,70096050.9
Jharkhand,2018,1,"Recharge , bill payments",1095857,132181815.3
Jharkhand,2018,1,Peer to Peer Payments,809459,2036315436
Jharkhand,2018,1,Financial Services,107755,45483178.1
Jharkhand,2018,1,Merchant payments,66299,66465337.51
Jharkhand,2018,1,Others,99551,93740623.36
Jharkhand,2018,2,"Recharge , bill payments",1398777,208894647.8
Jharkhand,2018,2,Peer to Peer Payments,1375872,4205862517
Jharkhand,2018,2,Financial Services,160637,65554548.25
Jharkhand,2018,2,Merchant payments,130339,138889079.2
Jharkhand,2018,2,Others,86455,102374867.1
Jharkhand,2018,3,Peer to Peer Payments,6003688,8142915751
Jharkhand,2018,3,"Recharge , bill payments",1539476,256930062.2
Jharkhand,2018,3,Merchant payments,287427,155059935
Jharkhand,2018,3,Financial Services,216343,38182603.58
Jharkhand,2018,3,Others,75687,68483065.68
Jharkhand,2018,4,Peer to Peer Payments,3325473,9414019817
Jharkhand,2018,4,"Recharge , bill payments",1885135,328077093.5
Jharkhand,2018,4,Merchant payments,845956,373435992.5
Jharkhand,2018,4,Financial Services,136918,36357465.52
Jharkhand,2018,4,Others,90561,90026272.84
Jharkhand,2019,1,Peer to Peer Payments,5952105,12664709652
Jharkhand,2019,1,"Recharge , bill payments",2347079,440323945.1
Jharkhand,2019,1,Merchant payments,892826,391616776.1
Jharkhand,2019,1,Financial Services,105558,47227410.81
Jharkhand,2019,1,Others,90140,83358664.95
Jharkhand,2019,2,Peer to Peer Payments,5155937,17044444614
Jharkhand,2019,2,"Recharge , bill payments",2734377,562210324.8
Jharkhand,2019,2,Merchant payments,2049311,862186711.5
Jharkhand,2019,2,Financial Services,67479,51588987.16
Jharkhand,2019,2,Others,121107,102270668.2
Jharkhand,2019,3,Peer to Peer Payments,5708187,19050145624
Jharkhand,2019,3,Merchant payments,4766457,1494546031
Jharkhand,2019,3,"Recharge , bill payments",3527625,754845093.6
Jharkhand,2019,3,Financial Services,103620,80276391.65
Jharkhand,2019,3,Others,114758,86160853.19
Jharkhand,2019,4,Peer to Peer Payments,10301226,25360155657
Jharkhand,2019,4,"Recharge , bill payments",4390094,966539484.6
Jharkhand,2019,4,Merchant payments,3359590,1725990596
Jharkhand,2019,4,Financial Services,104630,45850806.13
Jharkhand,2019,4,Others,93078,49211833.16
Jharkhand,2020,1,Peer to Peer Payments,8196850,29875044416
Jharkhand,2020,1,"Recharge , bill payments",5454093,1358517297
Jharkhand,2020,1,Merchant payments,4499942,2298726415
Jharkhand,2020,1,Financial Services,46483,31523887.51
Jharkhand,2020,1,Others,85345,47420137.75
Jharkhand,2020,2,Peer to Peer Payments,8724053,32662370317
Jharkhand,2020,2,"Recharge , bill payments",7538593,1987320467
Jharkhand,2020,2,Merchant payments,3753633,2662438204
Jharkhand,2020,2,Financial Services,56553,130249402
Jharkhand,2020,2,Others,68679,43823586.28
Jharkhand,2020,3,Peer to Peer Payments,11984094,43128110246
Jharkhand,2020,3,Merchant payments,7728846,5163578368
Jharkhand,2020,3,"Recharge , bill payments",7211293,2217657035
Jharkhand,2020,3,Financial Services,56918,63233533.19
Jharkhand,2020,3,Others,87322,50036637.65
Jharkhand,2020,4,Peer to Peer Payments,17120664,60733288288
Jharkhand,2020,4,Merchant payments,14168381,9347677564
Jharkhand,2020,4,"Recharge , bill payments",7945996,2582828439
Jharkhand,2020,4,Financial Services,60989,63947540
Jharkhand,2020,4,Others,135603,77432999.36
Jharkhand,2021,1,Peer to Peer Payments,19151083,69198235577
Jharkhand,2021,1,Merchant payments,17489113,11545580927
Jharkhand,2021,1,"Recharge , bill payments",7826608,2888409672
Jharkhand,2021,1,Financial Services,50526,54836609.33
Jharkhand,2021,1,Others,104333,62290337.7
Jharkhand,2021,2,Peer to Peer Payments,24184568,86037113965
Jharkhand,2021,2,Merchant payments,19041292,14731458451
Jharkhand,2021,2,"Recharge , bill payments",10583445,3531023352
Jharkhand,2021,2,Financial Services,54379,57959229.95
Jharkhand,2021,2,Others,138461,75088312.27
Jharkhand,2021,3,Peer to Peer Payments,30113326,97742557032
Jharkhand,2021,3,Merchant payments,29687162,19954619973
Jharkhand,2021,3,"Recharge , bill payments",10742405,4029136912
Jharkhand,2021,3,Financial Services,51289,65035270.31
Jharkhand,2021,3,Others,201520,99665931.84
Jharkhand,2021,4,Merchant payments,45007900,30397134744
Jharkhand,2021,4,Peer to Peer Payments,39476282,1.30E+11
Jharkhand,2021,4,"Recharge , bill payments",11173974,4920513758
Jharkhand,2021,4,Financial Services,72802,82938673.41
Jharkhand,2021,4,Others,278084,154856720.6
Jharkhand,2022,1,Merchant payments,53218047,35404682303
Jharkhand,2022,1,Peer to Peer Payments,45881799,1.53E+11
Jharkhand,2022,1,"Recharge , bill payments",11502811,5765898872
Jharkhand,2022,1,Financial Services,67502,72095750.38
Jharkhand,2022,1,Others,241051,130193505.4
Jharkhand,2022,2,Merchant payments,67435024,44149892984
Jharkhand,2022,2,Peer to Peer Payments,52086790,1.75E+11
Jharkhand,2022,2,"Recharge , bill payments",13145888,6119623547
Jharkhand,2022,2,Financial Services,50361,53281830.62
Jharkhand,2022,2,Others,207212,104530269
Jharkhand,2022,3,Merchant payments,74816586,45850919744
Jharkhand,2022,3,Peer to Peer Payments,57285937,1.77E+11
Jharkhand,2022,3,"Recharge , bill payments",14462031,6838978157
Jharkhand,2022,3,Financial Services,68467,69016067.83
Jharkhand,2022,3,Others,182311,104503812.7
Jharkhand,2022,4,Merchant payments,91863987,57173653532
Jharkhand,2022,4,Peer to Peer Payments,68045210,2.13E+11
Jharkhand,2022,4,"Recharge , bill payments",15110623,7625380765
Jharkhand,2022,4,Financial Services,81074,89276259.67
Jharkhand,2022,4,Others,199198,129776494.9
Karnataka,2018,1,"Recharge , bill payments",5785292,1496816542
Karnataka,2018,1,Peer to Peer Payments,4456528,16522277460
Karnataka,2018,1,Merchant payments,1089627,696586489.3
Karnataka,2018,1,Financial Services,159848,52664837.41
Karnataka,2018,1,Others,525604,449549985.2
Karnataka,2018,2,"Recharge , bill payments",7391926,2435924808
Karnataka,2018,2,Peer to Peer Payments,7164836,29135024501
Karnataka,2018,2,Merchant payments,1874383,1361967205
Karnataka,2018,2,Financial Services,194363,93244737.61
Karnataka,2018,2,Others,490939,489418829.4
Karnataka,2018,3,Peer to Peer Payments,12863507,42819128165
Karnataka,2018,3,"Recharge , bill payments",8674172,3019156590
Karnataka,2018,3,Merchant payments,3638065,1879406581
Karnataka,2018,3,Financial Services,205740,50726023.4
Karnataka,2018,3,Others,598777,456674396.3
Karnataka,2018,4,Peer to Peer Payments,20471744,63575342228
Karnataka,2018,4,Merchant payments,11812478,4751317555
Karnataka,2018,4,"Recharge , bill payments",11426205,4030978295
Karnataka,2018,4,Financial Services,289353,71134704.79
Karnataka,2018,4,Others,812291,579613793.3
Karnataka,2019,1,Peer to Peer Payments,44049036,1.04E+11
Karnataka,2019,1,Merchant payments,24491960,7076613844
Karnataka,2019,1,"Recharge , bill payments",16981941,6217689430
Karnataka,2019,1,Financial Services,293728,51023386.15
Karnataka,2019,1,Others,770944,512618725.8
Karnataka,2019,2,Peer to Peer Payments,50033334,1.43E+11
Karnataka,2019,2,Merchant payments,44848593,12338599109
Karnataka,2019,2,"Recharge , bill payments",19283028,7745156563
Karnataka,2019,2,Financial Services,140353,44871623.83
Karnataka,2019,2,Others,1096296,662690676.7
Karnataka,2019,3,Merchant payments,76924325,20375791902
Karnataka,2019,3,Peer to Peer Payments,67784880,1.83E+11
Karnataka,2019,3,"Recharge , bill payments",24339891,10208179942
Karnataka,2019,3,Financial Services,189716,57194690.69
Karnataka,2019,3,Others,1494923,732228821.1
Karnataka,2019,4,Merchant payments,114044901,31602890836
Karnataka,2019,4,Peer to Peer Payments,93311589,2.51E+11
Karnataka,2019,4,"Recharge , bill payments",28862161,12183568521
Karnataka,2019,4,Financial Services,101937,51145982.18
Karnataka,2019,4,Others,1475664,646673755.4
Karnataka,2020,1,Merchant payments,132970737,40374401934
Karnataka,2020,1,Peer to Peer Payments,100868460,2.98E+11
Karnataka,2020,1,"Recharge , bill payments",35854971,14724886028
Karnataka,2020,1,Financial Services,93648,110130184.7
Karnataka,2020,1,Others,1246074,557335296.8
Karnataka,2020,2,Merchant payments,87251639,38463881234
Karnataka,2020,2,Peer to Peer Payments,82118363,2.66E+11
Karnataka,2020,2,"Recharge , bill payments",43290272,16434890228
Karnataka,2020,2,Financial Services,161560,246367207.1
Karnataka,2020,2,Others,399878,192530880.2
Karnataka,2020,3,Merchant payments,137206600,60769881812
Karnataka,2020,3,Peer to Peer Payments,119241776,3.90E+11
Karnataka,2020,3,"Recharge , bill payments",43139631,18911088811
Karnataka,2020,3,Financial Services,251980,358426106
Karnataka,2020,3,Others,520544,268744139.7
Karnataka,2020,4,Merchant payments,215711211,97147239183
Karnataka,2020,4,Peer to Peer Payments,166981242,5.38E+11
Karnataka,2020,4,"Recharge , bill payments",47736461,21611671359
Karnataka,2020,4,Financial Services,284700,427966918.9
Karnataka,2020,4,Others,823370,508863332.4
Karnataka,2021,1,Merchant payments,279599017,1.18E+11
Karnataka,2021,1,Peer to Peer Payments,190894164,6.11E+11
