States,Year,Quarter,District,Trans_Counts,Amount
Mizoram,2021,3,Mamit District,22878,65856355.67
Mizoram,2021,3,Lawngtlai District,44431,130625157.5
Mizoram,2021,3,Kolasib District,30064,84157970.64
Mizoram,2021,3,Champhai District,18678,71974971.06
Mizoram,2021,3,Saiha District,11182,43455371.73
Mizoram,2021,4,Serchhip District,21092,58127189.33
Mizoram,2021,4,Aizawl District,317555,1021257676
Mizoram,2021,4,Lunglei District,62996,193267816.7
Mizoram,2021,4,Mamit District,28553,76910208.13
Mizoram,2021,4,Lawngtlai District,47572,152734951.8
Mizoram,2021,4,Kolasib District,37950,113743718.9
Mizoram,2021,4,Champhai District,25625,100501231.3
Mizoram,2021,4,Saiha District,11986,54122948.93
Mizoram,2022,1,Serchhip District,25542,73577504.14
Mizoram,2022,1,Aizawl District,341192,1081700362
Mizoram,2022,1,Lunglei District,70118,225762310.6
Mizoram,2022,1,Mamit District,31141,85615813.92
Mizoram,2022,1,Lawngtlai District,52546,177710904.9
Mizoram,2022,1,Kolasib District,41730,131565353.7
Mizoram,2022,1,Champhai District,28284,104778862.4
Mizoram,2022,1,Saiha District,14364,64447851.87
Mizoram,2022,2,Serchhip District,24248,72294618.64
Mizoram,2022,2,Aizawl District,364786,1137178791
Mizoram,2022,2,Lunglei District,71974,216551898
Mizoram,2022,2,Mamit District,35643,98025373.52
Mizoram,2022,2,Lawngtlai District,55575,178078191.5
Mizoram,2022,2,Kolasib District,44824,125315221.5
Mizoram,2022,2,Champhai District,30607,103805199.4
Mizoram,2022,2,Saiha District,16320,71937273.17
Mizoram,2022,3,Serchhip District,23168,65622337
Mizoram,2022,3,Aizawl District,383546,1129120157
Mizoram,2022,3,Lunglei District,81428,231838246.9
Mizoram,2022,3,Mamit District,32604,88879142.38
Mizoram,2022,3,Lawngtlai District,52771,160991695
Mizoram,2022,3,Kolasib District,44830,121251949.2
Mizoram,2022,3,Champhai District,25701,86209300.03
Mizoram,2022,3,Saiha District,14990,62352784.59
Mizoram,2022,4,Serchhip District,25172,71431982.55
Mizoram,2022,4,Aizawl District,360350,1054341699
Mizoram,2022,4,Lunglei District,99571,275164384.8
Mizoram,2022,4,Mamit District,39889,111490213.1
Mizoram,2022,4,Lawngtlai District,60120,176322495.4
Mizoram,2022,4,Kolasib District,55854,157046232.3
Mizoram,2022,4,Champhai District,33252,110073440.4
Mizoram,2022,4,Saiha District,19566,82040637.84
Nagaland,2018,1,Mon District,1851,2962723.122
Nagaland,2018,1,Phek District,1397,1347986.05
Nagaland,2018,1,Longleng District,605,547262.5934
Nagaland,2018,1,Mokokchung District,3428,5653655.117
Nagaland,2018,1,Kiphire District,255,558831.6112
Nagaland,2018,1,Kohima District,11070,20744033.41
Nagaland,2018,1,Tuensang District,1861,2939509.974
Nagaland,2018,1,Peren District,587,1228042.909
Nagaland,2018,1,Dimapur District,18449,38330087.58
Nagaland,2018,1,Zunheboto District,1700,1750900.646
Nagaland,2018,1,Wokha District,1642,1942858.074
Nagaland,2018,2,Mon District,2652,5592193.662
Nagaland,2018,2,Phek District,2058,3265939.417
Nagaland,2018,2,Longleng District,526,606015.5837
Nagaland,2018,2,Mokokchung District,4472,6880664.953
Nagaland,2018,2,Kiphire District,497,1392292.112
Nagaland,2018,2,Kohima District,14759,41958069.33
Nagaland,2018,2,Tuensang District,2914,5272196.387
Nagaland,2018,2,Peren District,1151,3132544.259
Nagaland,2018,2,Dimapur District,31758,78472133.75
Nagaland,2018,2,Zunheboto District,1961,3800720.221
Nagaland,2018,2,Wokha District,2851,2952808.201
Nagaland,2018,3,Mon District,4368,10680645.61
Nagaland,2018,3,Phek District,2951,4193127.065
Nagaland,2018,3,Longleng District,529,941537.1577
Nagaland,2018,3,Mokokchung District,7245,14438372.12
Nagaland,2018,3,Kiphire District,1527,1911400.519
Nagaland,2018,3,Kohima District,20678,62621606.4
Nagaland,2018,3,Tuensang District,4657,8672814.868
Nagaland,2018,3,Peren District,1349,3565504.39
Nagaland,2018,3,Dimapur District,44383,122676685.9
Nagaland,2018,3,Zunheboto District,3370,6042931.989
Nagaland,2018,3,Wokha District,3314,6048116.934
Nagaland,2018,4,Mon District,7966,25315124.34
Nagaland,2018,4,Phek District,3615,6547794.254
Nagaland,2018,4,Longleng District,907,1946732.364
Nagaland,2018,4,Mokokchung District,10673,21026422.57
Nagaland,2018,4,Kiphire District,2008,3577703.454
Nagaland,2018,4,Kohima District,28604,84867917.09
Nagaland,2018,4,Tuensang District,5518,14443409.7
Nagaland,2018,4,Peren District,2071,6712394.675
Nagaland,2018,4,Dimapur District,68046,202172094.7
Nagaland,2018,4,Zunheboto District,4966,12449027.89
Nagaland,2018,4,Wokha District,4959,8954846.536
Nagaland,2019,1,Mon District,9694,32110056.27
Nagaland,2019,1,Phek District,5062,12361140.85
Nagaland,2019,1,Longleng District,1593,2777167.988
Nagaland,2019,1,Mokokchung District,11808,22421067.67
Nagaland,2019,1,Kiphire District,2103,4550857.606
Nagaland,2019,1,Kohima District,34373,93498426.91
Nagaland,2019,1,Tuensang District,5962,15964521.8
Nagaland,2019,1,Peren District,2689,6473296.666
Nagaland,2019,1,Dimapur District,80741,222202606.8
Nagaland,2019,1,Zunheboto District,8860,16471426.46
Nagaland,2019,1,Wokha District,5694,13111143.37
Nagaland,2019,2,Mon District,10564,30077446.32
Nagaland,2019,2,Phek District,5232,11255799.07
Nagaland,2019,2,Longleng District,1530,3480572.779
Nagaland,2019,2,Mokokchung District,11894,28979287.99
Nagaland,2019,2,Kiphire District,2784,6816990.794
Nagaland,2019,2,Kohima District,35959,102757262.3
Nagaland,2019,2,Tuensang District,6027,16464089.79
Nagaland,2019,2,Peren District,2715,6719423.987
Nagaland,2019,2,Dimapur District,86518,258070892
Nagaland,2019,2,Zunheboto District,19752,43001192.89
Nagaland,2019,2,Wokha District,5778,12443724.25
Nagaland,2019,3,Mon District,17134,36965971.96
Nagaland,2019,3,Phek District,8985,20348950.01
Nagaland,2019,3,Longleng District,2839,5855246.427
Nagaland,2019,3,Mokokchung District,17903,35622564.4
Nagaland,2019,3,Kiphire District,4847,7311019.912
Nagaland,2019,3,Kohima District,50183,133224817.5
Nagaland,2019,3,Tuensang District,9274,19613846.13
Nagaland,2019,3,Peren District,4277,8062310.435
Nagaland,2019,3,Dimapur District,117140,307103749.7
Nagaland,2019,3,Zunheboto District,20054,60553998.32
Nagaland,2019,3,Wokha District,9242,16293996.93
Nagaland,2019,4,Mon District,23615,52231884.4
Nagaland,2019,4,Phek District,11054,24095426.02
Nagaland,2019,4,Longleng District,3517,7854502.106
Nagaland,2019,4,Mokokchung District,21048,44939725.57
Nagaland,2019,4,Kiphire District,5522,11787954.89
Nagaland,2019,4,Kohima District,58317,160227363.6
Nagaland,2019,4,Tuensang District,11148,25427823.37
Nagaland,2019,4,Peren District,5148,10804065.56
Nagaland,2019,4,Dimapur District,142922,401874104.3
Nagaland,2019,4,Zunheboto District,23374,73875655.64
Nagaland,2019,4,Wokha District,11505,21418632.85
Nagaland,2020,1,Mon District,28668,56777615.99
Nagaland,2020,1,Phek District,13124,24135509.7
Nagaland,2020,1,Longleng District,4576,8570430.18
Nagaland,2020,1,Mokokchung District,22949,46458137.86
Nagaland,2020,1,Kiphire District,8571,15127296.52
Nagaland,2020,1,Kohima District,68246,160485650.6
Nagaland,2020,1,Tuensang District,13234,29281215.25
Nagaland,2020,1,Peren District,6691,10449509.22
Nagaland,2020,1,Dimapur District,185428,497123725.5
Nagaland,2020,1,Zunheboto District,12812,23929943.34
Nagaland,2020,1,Wokha District,13752,22440994.63
Nagaland,2020,2,Mon District,42193,72681549.71
Nagaland,2020,2,Phek District,21862,39562622.89
Nagaland,2020,2,Longleng District,8262,14490014.34
Nagaland,2020,2,Mokokchung District,34034,59551064.18
Nagaland,2020,2,Kiphire District,11097,21770604.47
Nagaland,2020,2,Kohima District,98852,235056409.2
Nagaland,2020,2,Tuensang District,19823,47286166.88
Nagaland,2020,2,Peren District,11337,17709802.03
Nagaland,2020,2,Dimapur District,232533,564581175
Nagaland,2020,2,Zunheboto District,18146,34250745.55
Nagaland,2020,2,Wokha District,19427,30734350.1
Nagaland,2020,3,Mon District,53050,85955858.56
Nagaland,2020,3,Phek District,26004,53114140.44
Nagaland,2020,3,Longleng District,10017,19598582.18
Nagaland,2020,3,Mokokchung District,43164,83590575.73
Nagaland,2020,3,Kiphire District,12462,29101447.58
Nagaland,2020,3,Kohima District,149404,438659891.1
Nagaland,2020,3,Tuensang District,25719,59266466.87
Nagaland,2020,3,Peren District,13958,25258376.2
Nagaland,2020,3,Dimapur District,352179,1122771447
Nagaland,2020,3,Zunheboto District,21556,44845371.93
Nagaland,2020,3,Wokha District,28806,47486985.42
Nagaland,2020,4,Mon District,51806,149055802.8
Nagaland,2020,4,Phek District,28612,75169716.48
Nagaland,2020,4,Longleng District,13202,34760738.48
Nagaland,2020,4,Mokokchung District,48813,129158623.7
Nagaland,2020,4,Kiphire District,12945,38345433.7
Nagaland,2020,4,Kohima District,168861,528950655.3
Nagaland,2020,4,Tuensang District,29583,92512403.56
Nagaland,2020,4,Peren District,14947,37707510.8
Nagaland,2020,4,Dimapur District,422501,1549414048
Nagaland,2020,4,Zunheboto District,23475,60794471.33
Nagaland,2020,4,Wokha District,33080,77215466.14
Nagaland,2021,1,Mon District,43337,148431447.8
Nagaland,2021,1,Phek District,24927,86311391.93
Nagaland,2021,1,Longleng District,12009,34735822.64
Nagaland,2021,1,Mokokchung District,43465,116937738.4
Nagaland,2021,1,Kiphire District,10667,36122629.68
Nagaland,2021,1,Kohima District,209442,611989486.4
Nagaland,2021,1,Tuensang District,23643,84510754.52
Nagaland,2021,1,Peren District,12322,33575965.56
Nagaland,2021,1,Dimapur District,550985,1837044748
Nagaland,2021,1,Zunheboto District,18219,51849616.04
Nagaland,2021,1,Wokha District,26881,65940883.14
Nagaland,2021,2,Mon District,51055,137641683
Nagaland,2021,2,Phek District,31478,98158667.8
Nagaland,2021,2,Longleng District,13528,39521626.84
Nagaland,2021,2,Mokokchung District,63952,152031632.5
Nagaland,2021,2,Kiphire District,12223,43311509.14
Nagaland,2021,2,Kohima District,274137,694940464.6
Nagaland,2021,2,Tuensang District,27199,84823658.15
Nagaland,2021,2,Peren District,15860,42645682.01
Nagaland,2021,2,Dimapur District,585389,1726249195
Nagaland,2021,2,Zunheboto District,21747,54703199.48
Nagaland,2021,2,Wokha District,34223,82266645.13
Nagaland,2021,3,Mon District,56260,185806960.8
Nagaland,2021,3,Phek District,36963,116637883.3
Nagaland,2021,3,Longleng District,14691,44639115.39
Nagaland,2021,3,Mokokchung District,59456,170603111.1
Nagaland,2021,3,Kiphire District,14042,52234088.87
Nagaland,2021,3,Kohima District,335522,874957891.9
Nagaland,2021,3,Tuensang District,30653,109337196
Nagaland,2021,3,Peren District,19756,57076677.28
Nagaland,2021,3,Dimapur District,727702,2201388248
Nagaland,2021,3,Zunheboto District,23265,77798029.1
Nagaland,2021,3,Wokha District,38482,96937646.11
Nagaland,2021,4,Mon District,61436,235277660.3
Nagaland,2021,4,Phek District,44854,152644732.6
Nagaland,2021,4,Longleng District,16341,59818503.45
Nagaland,2021,4,Mokokchung District,64765,206715301.3
Nagaland,2021,4,Kiphire District,16058,54423239.57
Nagaland,2021,4,Kohima District,413753,1056357840
Nagaland,2021,4,Tuensang District,37106,148350887.5
Nagaland,2021,4,Peren District,22569,71109897
Nagaland,2021,4,Dimapur District,886146,2741781160
Nagaland,2021,4,Zunheboto District,25944,81774057.9
Nagaland,2021,4,Wokha District,42511,130830504.9
Nagaland,2022,1,Mon District,66833,240110588.1
Nagaland,2022,1,Phek District,44704,145342038.7
Nagaland,2022,1,Longleng District,17513,56264190.29
Nagaland,2022,1,Mokokchung District,68366,207590215
Nagaland,2022,1,Kiphire District,17406,57722840.11
Nagaland,2022,1,Kohima District,457809,1127446950
Nagaland,2022,1,Tuensang District,40524,151138444.1
Nagaland,2022,1,Peren District,24401,75586065.96
Nagaland,2022,1,Dimapur District,1111352,3258683920
Nagaland,2022,1,Zunheboto District,28736,88839937.41
Nagaland,2022,1,Wokha District,48308,136226519.8
Nagaland,2022,2,Mon District,69381,223341368
Nagaland,2022,2,Phek District,47255,163573534.5
Nagaland,2022,2,Longleng District,17247,53281628.25
Nagaland,2022,2,Mokokchung District,77214,244058058.4
Nagaland,2022,2,Kiphire District,20492,71074150.22
Nagaland,2022,2,Kohima District,308395,886866183.2
Nagaland,2022,2,Tuensang District,45170,164759286.6
Nagaland,2022,2,Peren District,24587,76072297.55
Nagaland,2022,2,Dimapur District,1334969,3611270477
Nagaland,2022,2,Zunheboto District,32898,100740614.9
Nagaland,2022,2,Wokha District,53721,145247750.8
Nagaland,2022,3,Mon District,68148,217924271.3
Nagaland,2022,3,Phek District,45816,151822055.8
Nagaland,2022,3,Longleng District,15346,48028740.5
Nagaland,2022,3,Mokokchung District,81244,249065125.5
Nagaland,2022,3,Kiphire District,19352,63372092.96
Nagaland,2022,3,Kohima District,390575,1084969827
Nagaland,2022,3,Tuensang District,44657,158205190.6
Nagaland,2022,3,Peren District,24443,79886712.62
Nagaland,2022,3,Dimapur District,1094753,3023858206
Nagaland,2022,3,Zunheboto District,30504,94302709.05
Nagaland,2022,3,Wokha District,79275,192965563.7
Nagaland,2022,4,Mon District,76894,266072328.1
Nagaland,2022,4,Phek District,43589,150669221.6
Nagaland,2022,4,Longleng District,17482,54513835.01
Nagaland,2022,4,Mokokchung District,79409,280130670.4
Nagaland,2022,4,Kiphire District,19928,66609982.7
Nagaland,2022,4,Kohima District,396318,1086767702
Nagaland,2022,4,Tuensang District,44176,177953210.3
Nagaland,2022,4,Peren District,24353,76706538.54
Nagaland,2022,4,Dimapur District,1632985,4411217835
Nagaland,2022,4,Zunheboto District,29697,102825390.7
Nagaland,2022,4,Wokha District,111374,296499670.6
Odisha,2018,1,Rayagada District,57875,63041849.55
Odisha,2018,1,Koraput District,64106,87612627.38
Odisha,2018,1,Malkangiri District,12181,13922771.65
Odisha,2018,1,Sambalpur District,135539,130860855
Odisha,2018,1,Kalahandi District,101889,56923003.75
Odisha,2018,1,Anugul District,173164,139694643.6
Odisha,2018,1,Ganjam District,399549,379358026.2
Odisha,2018,1,Jajapur District,362382,204373666.3
Odisha,2018,1,Bargarh District,100526,69991391.86
Odisha,2018,1,Dhenkanal District,170704,110743456
Odisha,2018,1,Bhadrak District,279644,187375014.3
Odisha,2018,1,Nuapada District,22483,16219184.75
Odisha,2018,1,Kendujhar District,259941,196242627.6
Odisha,2018,1,Mayurbhanj District,208105,151786389.2
Odisha,2018,1,Jharsuguda District,85127,99628072.57
Odisha,2018,1,Kandhamal District,31647,27561407.79
Odisha,2018,1,Deogarh District,22191,17727797.11
Odisha,2018,1,Sundargarh District,193041,185365810.1
Odisha,2018,1,Jagatsinghapur District,226525,119770991.4
Odisha,2018,1,Balangir District,122127,99039589.99
Odisha,2018,1,Baleshwar District,469068,306223509.1
Odisha,2018,1,Puri District,279071,173702320.3
Odisha,2018,1,Sonepur District,65573,33907648.68
Odisha,2018,1,Khordha District,1013916,1064565482
Odisha,2018,1,Boudh District,23736,20293882.5
Odisha,2018,1,Gajapati District,27344,28674112.96
Odisha,2018,1,Nayagarh District,195162,109752751.4
Odisha,2018,1,Nabarangpur District,29925,32425549.03
Odisha,2018,1,Kendrapara District,189692,109453626.9
Odisha,2018,1,Cuttack District,487588,391394151.6
Odisha,2018,2,Rayagada District,78405,133934305.1
Odisha,2018,2,Koraput District,97339,163322730
Odisha,2018,2,Malkangiri District,18334,31113526.61
Odisha,2018,2,Sambalpur District,183165,243114979.8
Odisha,2018,2,Kalahandi District,127537,110202063.3
Odisha,2018,2,Anugul District,239863,251270632.8
Odisha,2018,2,Ganjam District,516556,659317553.1
Odisha,2018,2,Jajapur District,516443,374915596.4
Odisha,2018,2,Bargarh District,148693,142274687.8
Odisha,2018,2,Dhenkanal District,250503,196983337.3
Odisha,2018,2,Bhadrak District,401149,370601551.2
Odisha,2018,2,Nuapada District,28460,31977887.61
Odisha,2018,2,Kendujhar District,354756,396095823
Odisha,2018,2,Mayurbhanj District,309322,308804358.7
Odisha,2018,2,Jharsuguda District,122539,200645039.8
Odisha,2018,2,Kandhamal District,42540,53127566.03
Odisha,2018,2,Deogarh District,27938,25744655.73
Odisha,2018,2,Sundargarh District,261219,347365611.3
Odisha,2018,2,Jagatsinghapur District,352035,213321220.3
Odisha,2018,2,Balangir District,184848,225892711.3
Odisha,2018,2,Baleshwar District,711772,628176565.9
Odisha,2018,2,Puri District,399081,317753882.2
Odisha,2018,2,Sonepur District,100367,72953023
Odisha,2018,2,Khordha District,1344202,1738879067
Odisha,2018,2,Boudh District,35158,30803139.08
Odisha,2018,2,Gajapati District,34342,53091301.98
Odisha,2018,2,Nayagarh District,271194,186571949
Odisha,2018,2,Nabarangpur District,42799,70788054.16
Odisha,2018,2,Kendrapara District,253791,205735327.5
Odisha,2018,2,Cuttack District,703794,703532192.7
Odisha,2018,3,Rayagada District,153782,221366403.5
Odisha,2018,3,Koraput District,190128,309493417.8
Odisha,2018,3,Malkangiri District,33813,66126775.36
Odisha,2018,3,Sambalpur District,516882,509785806.7
Odisha,2018,3,Kalahandi District,317849,275641643.3
Odisha,2018,3,Anugul District,788980,629540966.2
Odisha,2018,3,Ganjam District,1634313,1488758261
Odisha,2018,3,Jajapur District,1897103,1217205291
Odisha,2018,3,Bargarh District,475249,355106412.2
Odisha,2018,3,Dhenkanal District,1546536,893325822.9
Odisha,2018,3,Bhadrak District,1431437,1105939241
Odisha,2018,3,Nuapada District,71512,88353387.44
